epoch	V	E	b1H	b1S	label	d_cal	npts	n_alive_cyc	ov_lcc	ov_meandeg	ov_density	degenerate
850	638	1187	550	287	METR	3.6072940861652034	5	276	0.03260869565217391	1.355072463768116	0.004927536231884058	0
875	607	1102	496	264	METR	3.201382201988495	5	257	0.042801556420233464	1.3540856031128405	0.005289396887159533	0
900	533	948	416	245	METR	3.4293638416215586	5	222	0.05405405405405406	1.2972972972972974	0.005870123517182341	0
925	533	947	415	243	METR	2.405803402545175	5	244	0.06147540983606557	1.4508196721311475	0.005970451325642582	0
950	496	874	379	234	METR	3.0744777978026105	6	239	0.06276150627615062	1.497907949790795	0.0062937308814739286	0
975	468	821	354	205	METR	3.1379407911013626	5	215	0.06976744186046512	1.6	0.007476635514018692	0
1000	406	712	307	202	METR	3.185348883172944	4	213	0.06103286384976526	1.568075117370892	0.007396580742315528	0
1025	374	664	291	183	METR	2.3604341067151924	5	200	0.065	1.77	0.008894472361809045	0
1050	329	578	250	155	METR	2.8516770961739866	4	154	0.07142857142857142	1.5454545454545454	0.010101010101010102	0
1075	282	487	206	124	METR	2.747652186617624	6	128	0.0859375	1.375	0.010826771653543307	0
1100	243	424	183	113	METR	2.294595918545756	6	111	0.0990990990990991	1.2972972972972974	0.011793611793611793	0
1125	223	390	168	113	METR	2.262255694417488	6	104	0.10576923076923077	1.4038461538461537	0.01362957430918596	0
1150	250	445	196	126	METR	2.0271221989730837	7	127	0.06299212598425197	1.3070866141732282	0.010373703287089114	0
1175	219	386	168	109	METR	1.9640331825663875	7	105	0.0761904761904762	1.2952380952380953	0.012454212454212455	0
1200	210	369	160	110	METR	2.0392761267843458	7	104	0.07692307692307693	1.2307692307692308	0.01194921583271098	0
1225	207	363	157	111	METR	1.9831377438004225	7	99	0.08080808080808081	1.2121212121212122	0.012368583797155226	0
1250	203	352	150	101	METR	2.092983946240193	7	84	0.09523809523809523	1.1904761904761905	0.01434308663224326	0
1275	180	303	124	84	METR	1.8592323686167092	6	65	0.12307692307692308	1.323076923076923	0.020673076923076922	0
1300	168	275	108	75	METR	1.9050566172846963	7	59	0.13559322033898305	1.3898305084745763	0.02396259497369959	0
1325	160	259	100	71	METR	1.946870065840934	7	53	0.1509433962264151	1.320754716981132	0.02539912917271408	0
1350	151	240	90	61	METR	2.0953707651672797	7	42	0.16666666666666666	1.1904761904761905	0.029036004645760744	0
1375	130	208	79	58	METR	1.725112770998332	6	38	0.10526315789473684	0.9473684210526315	0.025604551920341393	0
1400	133	215	83	62	METR	1.441434262192812	6	40	0.125	0.9	0.023076923076923078	0
1425	136	221	86	60	METR	1.2848863077190105	8	38	0.15789473684210525	1.0526315789473684	0.02844950213371266	0
1450	136	221	86	60	METR	0.8854219210321507	13	42	0.16666666666666666	1.4285714285714286	0.03484320557491289	0
1475	120	202	84	60	METR	1.7269079454929117	4	55	0.12727272727272726	1.8545454545454545	0.03434343434343434	0
1500	104	184	82	65	METR	1.533426651481508	4	59	0.1694915254237288	1.9322033898305084	0.03331385154880187	0
1525	112	200	90	69	METR	1.2190370654881064	4	63	0.15873015873015872	2.0	0.03225806451612903	0
1550	114	204	92	68	METR	1.560296392746943	4	64	0.203125	2.21875	0.03521825396825397	0
1575	108	196	89	68	METR	1.9595062674723427	4	65	0.26153846153846155	2.3692307692307693	0.03701923076923077	0
1600	89	165	77	60	SW	nan	3	62	0.3064516129032258	2.6451612903225805	0.04336329984135378	0
1625	86	162	77	63	SW	nan	3	63	0.30158730158730157	2.634920634920635	0.04249871991807476	0
1650	121	231	111	80	SW	nan	3	95	0.5052631578947369	3.1157894736842104	0.03314669652855543	0
1675	127	242	116	84	SW	nan	2	96	0.5416666666666666	3.125	0.03289473684210526	0
1700	136	260	125	93	METR	2.270226753461372	4	103	0.5922330097087378	3.203883495145631	0.03141062250142775	0
1725	164	316	153	110	METR	2.183958555026406	4	126	0.6587301587301587	3.238095238095238	0.025904761904761906	0
1750	159	306	148	105	SW	nan	3	121	0.6942148760330579	3.2892561983471076	0.02741046831955923	0
1775	164	319	156	120	SW	nan	2	142	0.7183098591549296	3.3661971830985915	0.023873738887224053	0
1800	186	364	179	138	SW	nan	2	164	0.6829268292682927	3.317073170731707	0.020350142151728267	0
1825	218	428	211	162	SW	nan	3	194	0.7474226804123711	3.329896907216495	0.01725335185086267	0
1850	294	580	287	221	SW	nan	2	265	0.7509433962264151	3.2452830188679247	0.012292738707833047	0
1875	334	660	327	252	SW	nan	3	295	0.6779661016949152	3.2677966101694915	0.011114954456358815	0
1900	363	718	356	267	SW	nan	2	316	0.6518987341772152	3.1392405063291138	0.009965842877235282	0
1925	419	830	412	301	SW	nan	3	356	0.34269662921348315	3.0	0.008450704225352112	0
1950	502	995	494	379	METR	3.862702141422148	4	436	0.3623853211009174	3.055045871559633	0.007023093957608352	0
1975	534	1060	527	398	SW	nan	3	459	0.35947712418300654	3.0065359477124183	0.006564488968804407	0
2000	531	1054	524	371	SW	nan	3	419	0.3221957040572792	2.7494033412887826	0.006577519955236323	0
2025	563	1112	550	397	METR	3.959308824244127	4	435	0.2988505747126437	2.685057471264368	0.00618676836696859	0
2050	579	1142	564	413	METR	3.297650854741825	4	445	0.28314606741573034	2.6202247191011234	0.0059014070250025304	0
2075	560	1103	544	374	SW	nan	3	382	0.18586387434554974	2.1727748691099475	0.005702821178766267	0
2100	539	1054	516	317	METR	3.992518376535925	4	315	0.2253968253968254	1.9682539682539681	0.00626832473966232	0
2125	516	996	481	304	SW	nan	3	285	0.14736842105263157	1.8666666666666667	0.006572769953051643	0
2150	484	934	451	294	METR	3.645575085667733	4	254	0.14173228346456693	1.874015748031496	0.007407176869689708	0
2175	477	915	439	269	METR	3.1994962234706694	5	237	0.12658227848101267	1.7215189873417722	0.0072945719802617465	0
2200	472	902	431	272	METR	3.6984657470572206	4	230	0.1391304347826087	1.7826086956521738	0.007784317448262768	0
2225	532	1013	482	299	METR	3.066842759878095	5	275	0.10181818181818182	1.8909090909090909	0.0069011280690112805	0
2250	529	1005	477	314	SW	nan	3	295	0.08135593220338982	1.8983050847457628	0.00645682001614205	0
2275	578	1095	518	344	METR	4.021797921133134	4	348	0.06896551724137931	2.0114942528735633	0.005796813408857531	0
2300	589	1109	521	362	METR	3.523979543638732	4	357	0.036414565826330535	1.8935574229691876	0.005318981525194348	0
2325	589	1103	515	379	METR	4.166319200760782	4	375	0.048	1.9573333333333334	0.005233511586452763	0
2350	600	1123	524	371	METR	3.3155530210197295	4	376	0.05319148936170213	1.9680851063829787	0.00524822695035461	0
2375	629	1177	549	384	METR	3.8566780099571303	4	394	0.07360406091370558	1.9898477157360406	0.005063225739786363	0
2400	642	1198	557	369	METR	3.9946287514367698	4	382	0.07853403141361257	1.9738219895287958	0.005180635143120199	0
2425	622	1155	534	349	METR	3.9716788442184314	4	349	0.08595988538681948	1.9083094555873925	0.005483647860883312	0
2450	627	1159	533	349	METR	4.292578069308637	4	352	0.07386363636363637	1.9488636363636365	0.005552318052318052	0
2475	589	1084	496	327	SW	nan	3	329	0.0729483282674772	1.9209726443768997	0.0058566239157832305	0
2500	546	1005	460	304	METR	4.087002639981192	4	294	0.07482993197278912	1.7755102040816326	0.006059761788674514	0
2525	520	955	436	272	METR	2.9369084294047028	5	265	0.09056603773584905	1.7509433962264151	0.006632361349342482	0
2550	501	913	413	253	METR	1.69343729928872	6	239	0.19246861924686193	1.9163179916317992	0.0080517562673605	0
2575	470	851	383	221	METR	0.8271038874375662	7	226	0.3053097345132743	2.6991150442477876	0.011996066863323501	0
2600	426	777	352	208	METR	0.8554522117455139	19	260	0.3769230769230769	3.453846153846154	0.013335313335313336	0
2625	368	706	340	257	SW	nan	2	324	0.4351851851851852	4.037037037037037	0.012498566678133241	0
2650	381	753	373	292	SW	nan	3	362	0.4281767955801105	4.077348066298343	0.011294592981435852	0
2675	385	761	377	291	SW	nan	2	357	0.15126050420168066	3.787114845938375	0.010637963050388695	0
2700	397	785	389	295	SW	nan	2	361	0.14958448753462603	3.706371191135734	0.010295475530932595	0
2725	434	858	425	303	SW	nan	3	388	0.15463917525773196	3.6907216494845363	0.009536748448280456	0
2750	425	840	416	282	SW	nan	3	344	0.16279069767441862	3.447674418604651	0.010051528917214727	0
2775	405	796	392	224	SW	nan	2	274	0.18248175182481752	2.934306569343066	0.010748375711879362	0
2800	401	788	388	220	METR	3.6507344745791497	4	249	0.19678714859437751	2.570281124497992	0.010364036792330613	0
2825	363	713	351	220	SW	nan	3	223	0.18834080717488788	2.2062780269058297	0.00993818931038662	0
2850	401	790	390	249	METR	3.2591649841425934	4	260	0.1	2.230769230769231	0.008613008613008613	0
2875	441	869	429	266	SW	nan	3	283	0.12014134275618374	2.1908127208480566	0.007768839435631406	0
2900	445	875	431	276	METR	4.3725896651674026	4	288	0.07291666666666667	2.0277777777777777	0.007065427797135114	0
2925	432	849	418	286	METR	4.04539720976463	4	286	0.08391608391608392	1.8881118881118881	0.006624953993375046	0
2950	486	952	467	326	METR	3.613627146479235	4	333	0.07207207207207207	1.945945945945946	0.005861282969716704	0
2975	499	969	471	332	METR	3.3140286557847034	4	334	0.0658682634730539	1.8862275449101797	0.005664346981712251	0
3000	514	992	479	329	METR	3.4068845357403283	4	326	0.0736196319018405	1.8282208588957056	0.0056252949504483245	0
3025	491	941	451	315	SW	nan	3	300	0.03666666666666667	1.6466666666666667	0.0055072463768115944	0
3050	508	973	466	320	METR	3.3891894457222653	4	305	0.03934426229508197	1.7245901639344263	0.005672993960310613	0
3075	489	932	444	302	METR	3.675794352921654	5	286	0.04195804195804196	1.7832167832167831	0.006256900993743099	0
3100	501	957	457	310	METR	3.12849946542568	4	295	0.04067796610169491	1.6813559322033897	0.005718897728582958	0
3125	510	977	468	318	METR	3.797749748653746	4	306	0.0457516339869281	1.7189542483660132	0.005635915568413158	0
3150	489	931	443	303	METR	3.8057018564644074	5	290	0.04482758620689655	1.5793103448275863	0.005464741677604104	0
3175	485	919	435	300	METR	3.6771874123058654	4	279	0.08243727598566308	1.5483870967741935	0.005569737758180552	0
3200	527	998	472	320	METR	3.036140106031442	5	316	0.06962025316455696	1.620253164556962	0.005143660839863371	0
3225	626	1191	566	388	METR	3.2742447261310126	5	409	0.07090464547677261	1.8679706601466992	0.004578359461143871	0
3250	669	1273	605	393	METR	3.539376124906968	5	433	0.06697459584295612	2.027713625866051	0.0046937815413565995	0
3275	659	1257	599	375	METR	3.813808202025337	5	411	0.06326034063260341	1.9708029197080292	0.0048068363895317785	0
3300	621	1177	557	356	METR	4.14054377170782	4	383	0.04699738903394256	1.9373368146214098	0.005071562341940864	0
3325	602	1131	530	341	METR	3.3832367926719034	4	373	0.04825737265415549	1.9463806970509383	0.005232206174868114	0
3350	578	1081	504	327	METR	3.5704438602095108	4	361	0.04986149584487535	2.027700831024931	0.005632502308402586	0
3375	572	1067	496	283	METR	3.4592031872602806	4	312	0.0641025641025641	1.9294871794871795	0.006204138840794789	0
3400	486	891	407	238	METR	3.37829574113882	6	243	0.06995884773662552	1.8271604938271604	0.007550249974492398	0
3425	409	751	343	207	METR	2.9412392698973147	5	194	0.08247422680412371	1.7216494845360826	0.008920463650446023	0
3450	408	750	343	213	METR	2.680007527616149	6	204	0.05392156862745098	1.4607843137254901	0.007195981841012267	0
3475	405	742	338	217	METR	2.785450208573188	6	204	0.05392156862745098	1.5	0.007389162561576354	0
3500	392	715	324	203	METR	2.9372783369227413	6	187	0.058823529411764705	1.3689839572192513	0.00736012880225404	0
3525	360	654	295	175	METR	3.2773380879191754	4	150	0.06	1.12	0.007516778523489933	0
3550	336	610	275	166	METR	2.299354633807667	5	140	0.06428571428571428	1.042857142857143	0.00750256937307297	0
3575	330	598	269	160	METR	2.08097150392968	6	148	0.060810810810810814	1.1891891891891893	0.008089722375436662	0
3600	308	555	248	155	METR	2.159640827769941	7	145	0.05517241379310345	1.4068965517241379	0.009770114942528735	0
3625	297	537	241	154	METR	2.1258193483229353	7	136	0.04411764705882353	1.2941176470588236	0.009586056644880174	0
3650	274	490	217	149	METR	2.190911862313406	7	128	0.046875	1.234375	0.009719488188976378	0
3675	272	482	211	150	METR	2.1761750940598485	7	130	0.046153846153846156	1.2153846153846153	0.009421586165772213	0
3700	279	493	215	149	METR	2.1781606913992744	7	137	0.043795620437956206	1.197080291970803	0.008802060970373551	0
3725	273	480	208	128	METR	1.932339906091828	8	119	0.05042016806722689	1.0756302521008403	0.00911551061102407	0
3750	258	447	190	127	METR	1.684478087804035	7	107	0.04672897196261682	1.0654205607476634	0.010051137365543996	0
3775	249	428	180	118	METR	1.878568046658355	9	103	0.04854368932038835	1.145631067961165	0.011231677136874167	0
3800	245	421	177	120	METR	1.7717078519649494	9	105	0.05714285714285714	1.180952380952381	0.011355311355311355	0
3825	252	432	181	113	METR	1.6688933026518695	9	103	0.11650485436893204	1.3592233009708738	0.01332571863696935	0
3850	249	426	178	114	METR	1.8011698830486451	11	104	0.11538461538461539	1.3653846153846154	0.013256161314413742	0
3875	263	452	190	133	METR	1.6925280670111775	9	120	0.09166666666666666	1.3833333333333333	0.011624649859943978	0
3900	285	495	211	150	METR	1.8248185240137738	10	141	0.10638297872340426	1.4893617021276595	0.010638297872340425	0
3925	258	453	196	141	METR	1.658741936885048	8	130	0.11538461538461539	1.6	0.012403100775193798	0
3950	238	424	187	144	METR	1.8062673175405213	8	126	0.11904761904761904	1.6031746031746033	0.012825396825396825	0
3975	234	414	181	142	METR	1.582135801373306	7	122	0.10655737704918032	1.5081967213114753	0.012464435713317979	0
4000	224	394	172	129	METR	1.623642761344196	9	114	0.11403508771929824	1.6842105263157894	0.014904517931998137	0
